,word,url,word_class,definition,tokens,pos,pos_str,definitions_and_pos,length
2086,awful,https://www.dictionary.com/browse/awful,1,extremely bad; unpleasant; ugly: awful paintings; an awful job.,"['extremely', 'bad', ';', 'unpleasant', ';', 'ugly', ':', 'awful', 'paintings', ';', 'an', 'awful', 'job', '.']","['ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adv adj punct adj punct adj punct adj noun punct det adj noun punct,extremely bad; unpleasant; ugly: awful paintings; an awful job.adv adj punct adj punct adj punct adj noun punct det adj noun punct,14
2087,awkward,https://www.dictionary.com/browse/awkward,1,lacking grace or ease in movement: an awkward gesture;an awkward dancer.,"['lacking', 'grace', 'or', 'ease', 'in', 'movement', ':', 'an', 'awkward', 'gesture;an', 'awkward', 'dancer', '.']","['VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",verb noun cconj noun adp noun punct det adj adj adj noun punct,lacking grace or ease in movement: an awkward gesture;an awkward dancer.verb noun cconj noun adp noun punct det adj adj adj noun punct,13
2088,babyish,https://www.dictionary.com/browse/babyish,1,of or suitable for a baby: baby clothes.,"['of', 'or', 'suitable', 'for', 'a', 'baby', ':', 'baby', 'clothes', '.']","['ADP', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",adp cconj adj adp det noun punct noun noun punct,of or suitable for a baby: baby clothes.adp cconj adj adp det noun punct noun noun punct,10
2089,backward,https://www.dictionary.com/browse/backward,1,directed toward the back or past.,"['directed', 'toward', 'the', 'back', 'or', 'past', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",verb adp det noun cconj noun punct,directed toward the back or past.verb adp det noun cconj noun punct,7
2090,bad,https://www.dictionary.com/browse/bad,1,not good in any manner or degree.,"['not', 'good', 'in', 'any', 'manner', 'or', 'degree', '.']","['PART', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",part adj adp det noun cconj noun punct,not good in any manner or degree.part adj adp det noun cconj noun punct,8
2091,balanced,https://www.dictionary.com/browse/balanced,1,"fairly or equally containing a diversity of views, aspects, ingredients, activities, etc.: the course provides a balanced program of study in painting, design, sculpture, and ceramics.some newspapers provided more balanced coverage of the conflict.","['fairly', 'or', 'equally', 'containing', 'a', 'diversity', 'of', 'views', ',', 'aspects', ',', 'ingredients', ',', 'activities', ',', 'etc', '.', ':', 'the', 'course', 'provides', 'a', 'balanced', 'program', 'of', 'study', 'in', 'painting', ',', 'design', ',', 'sculpture', ',', 'and', 'ceramics.some', 'newspapers', 'provided', 'more', 'balanced', 'coverage', 'of', 'the', 'conflict', '.']","['ADV', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",adv cconj adv verb det noun adp noun punct noun punct noun punct noun punct x x punct det noun verb det adj noun adp noun adp noun punct noun punct noun punct cconj noun noun verb adv adj noun adp det noun punct,"fairly or equally containing a diversity of views, aspects, ingredients, activities, etc.: the course provides a balanced program of study in painting, design, sculpture, and ceramics.some newspapers provided more balanced coverage of the conflict.adv cconj adv verb det noun adp noun punct noun punct noun punct noun punct x x punct det noun verb det adj noun adp noun adp noun punct noun punct noun punct cconj noun noun verb adv adj noun adp det noun punct",44
2092,bald,https://www.dictionary.com/browse/bald,1,having little or no hair on the scalp:a bald head;a bald person.,"['having', 'little', 'or', 'no', 'hair', 'on', 'the', 'scalp', ':', 'a', 'bald', 'head;a', 'bald', 'person', '.']","['VERB', 'ADJ', 'CCONJ', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']",verb adj cconj pron noun adp det noun punct det propn propn propn noun punct,having little or no hair on the scalp:a bald head;a bald person.verb adj cconj pron noun adp det noun punct det propn propn propn noun punct,15
2093,bare,https://www.dictionary.com/browse/bare,1,without covering or clothing; naked; nude: bare legs.,"['without', 'covering', 'or', 'clothing', ';', 'naked', ';', 'nude', ':', 'bare', 'legs', '.']","['ADP', 'VERB', 'CCONJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']",adp verb cconj noun punct adj punct adj punct adj noun punct,without covering or clothing; naked; nude: bare legs.adp verb cconj noun punct adj punct adj punct adj noun punct,12
2094,barren,https://www.dictionary.com/browse/barren,1,not producing or incapable of producing offspring; sterile: a barren woman.,"['not', 'producing', 'or', 'incapable', 'of', 'producing', 'offspring', ';', 'sterile', ':', 'a', 'barren', 'woman', '.']","['PART', 'VERB', 'CCONJ', 'ADJ', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",part verb cconj adj adp verb noun punct adj punct det adj noun punct,not producing or incapable of producing offspring; sterile: a barren woman.part verb cconj adj adp verb noun punct adj punct det adj noun punct,14
2095,basic,https://www.dictionary.com/browse/basic,1,"of, relating to, or forming a base; fundamental: a basic principle; the basic ingredient.","['of', ',', 'relating', 'to', ',', 'or', 'forming', 'a', 'base', ';', 'fundamental', ':', 'a', 'basic', 'principle', ';', 'the', 'basic', 'ingredient', '.']","['ADP', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp punct verb adp punct cconj verb det noun punct adj punct det adj noun punct det adj noun punct,"of, relating to, or forming a base; fundamental: a basic principle; the basic ingredient.adp punct verb adp punct cconj verb det noun punct adj punct det adj noun punct det adj noun punct",20
2096,beautiful,https://www.dictionary.com/browse/beautiful,1,"having beauty;  possessing qualities that give great pleasure or satisfaction to see, hear, think about, etc.; delighting the senses or mind: a beautiful dress;a beautiful speech.","['having', 'beauty', ';', ' ', 'possessing', 'qualities', 'that', 'give', 'great', 'pleasure', 'or', 'satisfaction', 'to', 'see', ',', 'hear', ',', 'think', 'about', ',', 'etc', '.', ';', 'delighting', 'the', 'senses', 'or', 'mind', ':', 'a', 'beautiful', 'dress;a', 'beautiful', 'speech', '.']","['VERB', 'NOUN', 'PUNCT', 'SPACE', 'VERB', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'ADP', 'PUNCT', 'X', 'X', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",verb noun punct space verb noun pron verb adj noun cconj noun part verb punct verb punct verb adp punct x x punct verb det noun cconj noun punct det adj verb adj noun punct,"having beauty;  possessing qualities that give great pleasure or satisfaction to see, hear, think about, etc.; delighting the senses or mind: a beautiful dress;a beautiful speech.verb noun punct space verb noun pron verb adj noun cconj noun part verb punct verb punct verb adp punct x x punct verb det noun cconj noun punct det adj verb adj noun punct",35
2097,belgian,https://www.dictionary.com/browse/belgian,1,of or relating to belgium. ,"['of', 'or', 'relating', 'to', 'belgium', '.']","['ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT']",adp cconj verb adp noun punct,of or relating to belgium. adp cconj verb adp noun punct,6
2098,belligerent,https://www.dictionary.com/browse/belligerent,1,warlike; given to waging war.,"['warlike', ';', 'given', 'to', 'waging', 'war', '.']","['ADJ', 'PUNCT', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']",adj punct verb adp verb noun punct,warlike; given to waging war.adj punct verb adp verb noun punct,7
2099,beloved,https://www.dictionary.com/browse/beloved,1,greatly loved; dear to the heart.,"['greatly', 'loved', ';', 'dear', 'to', 'the', 'heart', '.']","['ADV', 'VERB', 'PUNCT', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']",adv verb punct adj adp det noun punct,greatly loved; dear to the heart.adv verb punct adj adp det noun punct,8
2100,beneficial,https://www.dictionary.com/browse/beneficial,1,conferring benefit; advantageous; helpful: the beneficial effect of sunshine.,"['conferring', 'benefit', ';', 'advantageous', ';', 'helpful', ':', 'the', 'beneficial', 'effect', 'of', 'sunshine', '.']","['NOUN', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",noun noun punct adj punct adj punct det adj noun adp noun punct,conferring benefit; advantageous; helpful: the beneficial effect of sunshine.noun noun punct adj punct adj punct det adj noun adp noun punct,13
2101,bent,https://www.dictionary.com/browse/bent,1,curved; crooked: a bent bow;a bent stick.,"['curved', ';', 'crooked', ':', 'a', 'bent', 'bow;a', 'bent', 'stick', '.']","['ADJ', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'ADJ', 'NOUN', 'PUNCT']",adj punct verb punct det adj propn adj noun punct,curved; crooked: a bent bow;a bent stick.adj punct verb punct det adj propn adj noun punct,10
2102,best,https://www.dictionary.com/browse/best,1,"of the highest quality, excellence, or standing: the best work; the best students.","['of', 'the', 'highest', 'quality', ',', 'excellence', ',', 'or', 'standing', ':', 'the', 'best', 'work', ';', 'the', 'best', 'students', '.']","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp det adj noun punct noun punct cconj noun punct det adj noun punct det adj noun punct,"of the highest quality, excellence, or standing: the best work; the best students.adp det adj noun punct noun punct cconj noun punct det adj noun punct det adj noun punct",18
2103,better,https://www.dictionary.com/browse/better,1,of superior quality or excellence: a better coat; a better speech.,"['of', 'superior', 'quality', 'or', 'excellence', ':', 'a', 'better', 'coat', ';', 'a', 'better', 'speech', '.']","['ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp adj noun cconj noun punct det adj noun punct det adj noun punct,of superior quality or excellence: a better coat; a better speech.adp adj noun cconj noun punct det adj noun punct det adj noun punct,14
2104,bewildered,https://www.dictionary.com/browse/bewildered,1,completely puzzled or confused; perplexed.,"['completely', 'puzzled', 'or', 'confused', ';', 'perplexed', '.']","['ADV', 'VERB', 'CCONJ', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']",adv verb cconj adj punct adj punct,completely puzzled or confused; perplexed.adv verb cconj adj punct adj punct,7
2105,big,https://www.dictionary.com/browse/big,1,"large, as in size, height, width, or amount: a big house; a big quantity.","['large', ',', 'as', 'in', 'size', ',', 'height', ',', 'width', ',', 'or', 'amount', ':', 'a', 'big', 'house', ';', 'a', 'big', 'quantity', '.']","['ADJ', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj punct adp adp noun punct noun punct adj punct cconj noun punct det adj noun punct det adj noun punct,"large, as in size, height, width, or amount: a big house; a big quantity.adj punct adp adp noun punct noun punct adj punct cconj noun punct det adj noun punct det adj noun punct",21
2106,bilingual,https://www.dictionary.com/browse/bilingual,1,able to speak two languages with the facility of a native speaker.,"['able', 'to', 'speak', 'two', 'languages', 'with', 'the', 'facility', 'of', 'a', 'native', 'speaker', '.']","['ADJ', 'PART', 'VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj part verb num noun adp det noun adp det adj noun punct,able to speak two languages with the facility of a native speaker.adj part verb num noun adp det noun adp det adj noun punct,13
2107,bionic,https://www.dictionary.com/browse/bionic,1,"utilizing electronic devices and mechanical parts to assist humans in performing difficult, dangerous, or intricate tasks, as by supplementing or duplicating parts of the body: the scientist used a bionic arm to examine the radioactive material.","['utilizing', 'electronic', 'devices', 'and', 'mechanical', 'parts', 'to', 'assist', 'humans', 'in', 'performing', 'difficult', ',', 'dangerous', ',', 'or', 'intricate', 'tasks', ',', 'as', 'by', 'supplementing', 'or', 'duplicating', 'parts', 'of', 'the', 'body', ':', 'the', 'scientist', 'used', 'a', 'bionic', 'arm', 'to', 'examine', 'the', 'radioactive', 'material', '.']","['VERB', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'VERB', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb adj noun cconj adj noun part verb noun adp verb adj punct adj punct cconj adj noun punct adp adp verb cconj verb noun adp det noun punct det noun verb det adj noun part verb det adj noun punct,"utilizing electronic devices and mechanical parts to assist humans in performing difficult, dangerous, or intricate tasks, as by supplementing or duplicating parts of the body: the scientist used a bionic arm to examine the radioactive material.verb adj noun cconj adj noun part verb noun adp verb adj punct adj punct cconj adj noun punct adp adp verb cconj verb noun adp det noun punct det noun verb det adj noun part verb det adj noun punct",41
2108,bitter,https://www.dictionary.com/browse/bitter,1,"having a harsh, disagreeably acrid taste, like that of aspirin, quinine, wormwood, or aloes.","['having', 'a', 'harsh', ',', 'disagreeably', 'acrid', 'taste', ',', 'like', 'that', 'of', 'aspirin', ',', 'quinine', ',', 'wormwood', ',', 'or', 'aloes', '.']","['VERB', 'DET', 'ADJ', 'PUNCT', 'ADV', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'PUNCT']",verb det adj punct adv noun noun punct adp pron adp noun punct noun punct noun punct cconj noun punct,"having a harsh, disagreeably acrid taste, like that of aspirin, quinine, wormwood, or aloes.verb det adj punct adv noun noun punct adp pron adp noun punct noun punct noun punct cconj noun punct",20
2109,bizarre,https://www.dictionary.com/browse/bizarre,1,"markedly unusual in appearance, style, or general character and often involving incongruous or unexpected elements; outrageously or whimsically strange; odd: bizarre clothing; bizarre behavior.","['markedly', 'unusual', 'in', 'appearance', ',', 'style', ',', 'or', 'general', 'character', 'and', 'often', 'involving', 'incongruous', 'or', 'unexpected', 'elements', ';', 'outrageously', 'or', 'whimsically', 'strange', ';', 'odd', ':', 'bizarre', 'clothing', ';', 'bizarre', 'behavior', '.']","['ADV', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'CCONJ', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']",adv adj adp noun punct noun punct cconj adj noun cconj adv verb adj cconj adj noun punct adv cconj adv adj punct adj punct adj noun punct adj noun punct,"markedly unusual in appearance, style, or general character and often involving incongruous or unexpected elements; outrageously or whimsically strange; odd: bizarre clothing; bizarre behavior.adv adj adp noun punct noun punct cconj adj noun cconj adv verb adj cconj adj noun punct adv cconj adv adj punct adj punct adj noun punct adj noun punct",31
2110,black,https://www.dictionary.com/browse/black,1,being a color that lacks hue and brightness and absorbs light without reflecting any of the rays composing it: they labeled the boxes with a black permanent marker.,"['being', 'a', 'color', 'that', 'lacks', 'hue', 'and', 'brightness', 'and', 'absorbs', 'light', 'without', 'reflecting', 'any', 'of', 'the', 'rays', 'composing', 'it', ':', 'they', 'labeled', 'the', 'boxes', 'with', 'a', 'black', 'permanent', 'marker', '.']","['AUX', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",aux det noun pron verb noun cconj noun cconj verb noun adp verb pron adp det noun verb pron punct pron verb det noun adp det adj adj noun punct,being a color that lacks hue and brightness and absorbs light without reflecting any of the rays composing it: they labeled the boxes with a black permanent marker.aux det noun pron verb noun cconj noun cconj verb noun adp verb pron adp det noun verb pron punct pron verb det noun adp det adj adj noun punct,30
2111,blank,https://www.dictionary.com/browse/blank,1,(of paper or other writing surface) having no marks; not written or printed on: a blank sheet of paper.,"['(', 'of', 'paper', 'or', 'other', 'writing', 'surface', ')', 'having', 'no', 'marks', ';', 'not', 'written', 'or', 'printed', 'on', ':', 'a', 'blank', 'sheet', 'of', 'paper', '.']","['PUNCT', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",punct adp noun cconj adj noun noun punct verb det noun punct part verb cconj verb adp punct det adj noun adp noun punct,(of paper or other writing surface) having no marks; not written or printed on: a blank sheet of paper.punct adp noun cconj adj noun noun punct verb det noun punct part verb cconj verb adp punct det adj noun adp noun punct,24
2112,blasphemous,https://www.dictionary.com/browse/blasphemous,1,"uttering, containing, or exhibiting blasphemy;  irreverent; profane.","['uttering', ',', 'containing', ',', 'or', 'exhibiting', 'blasphemy', ';', ' ', 'irreverent', ';', 'profane', '.']","['ADJ', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",adj punct verb punct cconj verb noun punct space noun punct noun punct,"uttering, containing, or exhibiting blasphemy;  irreverent; profane.adj punct verb punct cconj verb noun punct space noun punct noun punct",13
2113,bleak,https://www.dictionary.com/browse/bleak,1,"bare, desolate, and often windswept: a bleak plain.","['bare', ',', 'desolate', ',', 'and', 'often', 'windswept', ':', 'a', 'bleak', 'plain', '.']","['ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj punct adj punct cconj adv adj punct det adj noun punct,"bare, desolate, and often windswept: a bleak plain.adj punct adj punct cconj adv adj punct det adj noun punct",12
2114,blessed,https://www.dictionary.com/browse/blessed,1,consecrated; sacred; holy; sanctified: the blessed sacrament.,"['consecrated', ';', 'sacred', ';', 'holy', ';', 'sanctified', ':', 'the', 'blessed', 'sacrament', '.']","['ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT']",adj punct adj punct adj punct verb punct det verb noun punct,consecrated; sacred; holy; sanctified: the blessed sacrament.adj punct adj punct adj punct verb punct det verb noun punct,12
2115,blind,https://www.dictionary.com/browse/blind,1,unable to see; having severely impaired or absolutely no sense of sight; sightless: a blind man.,"['unable', 'to', 'see', ';', 'having', 'severely', 'impaired', 'or', 'absolutely', 'no', 'sense', 'of', 'sight', ';', 'sightless', ':', 'a', 'blind', 'man', '.']","['ADJ', 'PART', 'VERB', 'PUNCT', 'AUX', 'ADV', 'VERB', 'CCONJ', 'ADV', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adj part verb punct aux adv verb cconj adv pron noun adp noun punct adj punct det adj noun punct,unable to see; having severely impaired or absolutely no sense of sight; sightless: a blind man.adj part verb punct aux adv verb cconj adv pron noun adp noun punct adj punct det adj noun punct,20
2116,blissful,https://www.dictionary.com/browse/blissful,1,"full of, abounding in, enjoying, or conferring bliss. ","['full', 'of', ',', 'abounding', 'in', ',', 'enjoying', ',', 'or', 'conferring', 'bliss', '.']","['ADJ', 'ADP', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'PUNCT']",adj adp punct verb adv punct verb punct cconj verb noun punct,"full of, abounding in, enjoying, or conferring bliss. adj adp punct verb adv punct verb punct cconj verb noun punct",12
2117,bloody,https://www.dictionary.com/browse/bloody,1,stained or covered with blood: a bloody handkerchief.,"['stained', 'or', 'covered', 'with', 'blood', ':', 'a', 'bloody', 'handkerchief', '.']","['VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb cconj verb adp noun punct det adj noun punct,stained or covered with blood: a bloody handkerchief.verb cconj verb adp noun punct det adj noun punct,10
2118,blue,https://www.dictionary.com/browse/blue,1,of the color of blue: a blue tie.,"['of', 'the', 'color', 'of', 'blue', ':', 'a', 'blue', 'tie', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",adp det noun adp adj punct det adj noun punct,of the color of blue: a blue tie.adp det noun adp adj punct det adj noun punct,10
2119,boastful,https://www.dictionary.com/browse/boastful,1,given to or characterized by boasting. ,"['given', 'to', 'or', 'characterized', 'by', 'boasting', '.']","['VERB', 'ADP', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT']",verb adp cconj verb adp noun punct,given to or characterized by boasting. verb adp cconj verb adp noun punct,7
2120,bold,https://www.dictionary.com/browse/bold,1,not hesitating or fearful in the face of actual or possible danger or rebuff; courageous and daring: a bold hero.,"['not', 'hesitating', 'or', 'fearful', 'in', 'the', 'face', 'of', 'actual', 'or', 'possible', 'danger', 'or', 'rebuff', ';', 'courageous', 'and', 'daring', ':', 'a', 'bold', 'hero', '.']","['PART', 'VERB', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']",part verb cconj adj adp det noun adp adj cconj adj noun cconj verb punct adj cconj adj punct det adj noun punct,not hesitating or fearful in the face of actual or possible danger or rebuff; courageous and daring: a bold hero.part verb cconj adj adp det noun adp adj cconj adj noun cconj verb punct adj cconj adj punct det adj noun punct,23
2121,booming,https://www.dictionary.com/browse/booming,1,caused by or characteristic of a boom: boom prices.,"['caused', 'by', 'or', 'characteristic', 'of', 'a', 'boom', ':', 'boom', 'prices', '.']","['VERB', 'ADP', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']",verb adp cconj adj adp det noun punct noun noun punct,caused by or characteristic of a boom: boom prices.verb adp cconj adj adp det noun punct noun noun punct,11
2122,bored,https://www.dictionary.com/browse/bored,1,wearied by dullness or sameness: this activity will keep bored children entertained on those long summer days.,"['wearied', 'by', 'dullness', 'or', 'sameness', ':', 'this', 'activity', 'will', 'keep', 'bored', 'children', 'entertained', 'on', 'those', 'long', 'summer', 'days', '.']","['VERB', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']",verb adp noun cconj adj punct det noun aux verb adj noun verb adp det adj noun noun punct,wearied by dullness or sameness: this activity will keep bored children entertained on those long summer days.verb adp noun cconj adj punct det noun aux verb adj noun verb adp det adj noun noun punct,19
2123,boring,https://www.dictionary.com/browse/boring,1,causing or marked by boredom;  dull and uninteresting; tiresome: a boring discussion; to have a boring time.,"['causing', 'or', 'marked', 'by', 'boredom', ';', ' ', 'dull', 'and', 'uninteresting', ';', 'tiresome', ':', 'a', 'boring', 'discussion', ';', 'to', 'have', 'a', 'boring', 'time', '.']","['VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",verb cconj verb adp noun punct space adj cconj adj punct adv punct det adj noun punct part verb det adj noun punct,causing or marked by boredom;  dull and uninteresting; tiresome: a boring discussion; to have a boring time.verb cconj verb adp noun punct space adj cconj adj punct adv punct det adj noun punct part verb det adj noun punct,23
2124,bossy,https://www.dictionary.com/browse/bossy,1,given to ordering people about; overly authoritative; domineering. ,"['given', 'to', 'ordering', 'people', 'about', ';', 'overly', 'authoritative', ';', 'domineering', '.']","['VERB', 'ADP', 'VERB', 'NOUN', 'ADP', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']",verb adp verb noun adp punct adv adj punct adj punct,given to ordering people about; overly authoritative; domineering. verb adp verb noun adp punct adv adj punct adj punct,11
2125,bouncy,https://www.dictionary.com/browse/bouncy,1,tending characteristically to bounce  or bounce  well: an old tennis ball is not as bouncy as a new one.,"['tending', 'characteristically', 'to', 'bounce', ' ', 'or', 'bounce', ' ', 'well', ':', 'an', 'old', 'tennis', 'ball', 'is', 'not', 'as', 'bouncy', 'as', 'a', 'new', 'one', '.']","['VERB', 'ADV', 'PART', 'VERB', 'SPACE', 'CCONJ', 'NOUN', 'SPACE', 'ADV', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'PART', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'PUNCT']",verb adv part verb space cconj noun space adv punct det adj noun noun aux part adp noun adp det adj num punct,tending characteristically to bounce  or bounce  well: an old tennis ball is not as bouncy as a new one.verb adv part verb space cconj noun space adv punct det adj noun noun aux part adp noun adp det adj num punct,23
